order_id,origin_id,origin_lat,origin_lng,dest_id,dest_lat,dest_lng,trip_distance,start_time,origin_grid_id,dest_grid_id,itinerary_node_list,itinerary_segment_dis_list,trip_time,designed_reward,cancel_prob,selected_mode,mode_prob_SAV,mode_prob_Taxi,mode_prob_Metro,mode_prob_Bus,trip_cost,trip_travel_time,trip_waiting_time,user_gender,user_age,user_income,user_education,user_household_size,user_car_ownership,user_pt_accessibility,user_shared_mobility_freq,user_av_experience,user_sm_experience,user_sm_willingness,user_major,user_region,Gender_encoded,Age_encoded,Income_encoded,Education_encoded,Household_Size_encoded,Car_Ownership_encoded,PT_Accessibility_encoded,Shared_Mobility_Frequency_encoded,AV_Experience_encoded,SM_Experience_encoded,SM_Willingness_encoded,Major_encoded,Region_encoded,source_scenario
65,25872,22.4746307,114.0470518,28704,22.4503038,113.9638285,8.969520061065714,31035,37,27,"[25872, 28704]",[8.97],597.9680040710476,70.13,0.05,SAV,0.2796,0.1501,0.3668,0.2036,240,40,10,Female,35-44,$19800??31100,Bachelor's degree,2,No,High,Never,Yes,No,Yes,Arts/Humanities,Hong Kong Island,0,39,25450,3,2,0,3,0,1,0,1,5,1,Scenario_4.1
66,23392,22.2682073,114.131413,27618,22.4403804,114.0642776,20.351636391473566,32016,43,36,"[23392, 27618]",[20.35],1356.775759431571,144.64,0.05,SAV,0.2049,0.1033,0.4223,0.2696,240,40,10,Female,45-54,$19800??31100,Bachelor's degree,3,No,Low,Sometimes,No,No,Yes,Engineering/Architecture,Kowloon,0,49,25450,3,3,0,1,2,0,0,1,1,2,Scenario_4.1
67,21367,22.4292764,114.2603835,30113,22.3695658,114.0778779,19.902658089243765,25107,66,35,"[21367, 30113]",[19.90],1326.8438726162508,150,0.05,SAV,0.243,0.1076,0.5188,0.1306,20,7,3,Male,25-34,$10400??14300,Bachelor's degree,3,No,Medium,Sometimes,Yes,No,Yes,Engineering/Architecture,Hong Kong Island,1,29,12350,3,3,0,2,2,1,0,1,1,1,Scenario_4.3
68,22784,22.4751546,114.0491448,24783,22.3422185,114.1985117,21.31356799928628,24215,37,54,"[22784, 24783]",[21.31],1420.9045332857522,129.07,0.05,SAV,0.1429,0.1726,0.2612,0.4233,20,7,3,Female,35-44,Less than $10400,High school or below,3,Yes,Medium,Never,Yes,No,Yes,Arts/Humanities,Islands,0,39,5200,1,3,1,2,0,1,0,1,5,5,Scenario_4.3
69,22684,22.3558137,114.1068124,27348,22.3803815,114.1320427,3.7674499187536816,22562,45,45,"[22684, 27348]",[3.77],251.16332791691212,30.93,0.05,SAV,0.3599,0.1011,0.4364,0.1026,20,7,3,Female,35-44,$10400??14300,Some college/Associate,3,No,High,Often,Yes,No,Yes,Engineering/Architecture,Kowloon,0,39,12350,2,3,0,3,3,1,0,1,1,2,Scenario_4.3
70,28250,22.3040469,114.2271129,25039,22.3337729,114.2158135,3.5037840226728125,28381,64,54,"[28250, 25039]",[3.50],233.58560151152085,28.53,0.05,SAV,0.4409,0.1564,0.2263,0.1763,20,7,3,Male,18-24,$31100??48500,Bachelor's degree,2,Yes,Low,Often,No,Yes,Yes,Arts/Humanities,Tsuen Wan,1,21,39800,3,2,1,1,3,0,1,1,5,9,Scenario_4.3
71,23520,22.3262541,114.1984129,32741,22.3516449,114.1278358,12.381068099170195,27404,54,45,"[23520, 32741]",[12.38],825.4045399446796,89.3,0.05,SAV,0.3709,0.0989,0.4138,0.1164,40,16,5,Male,35-44,$14300??19800,Bachelor's degree,2,No,Medium,Sometimes,No,Yes,Yes,Engineering/Architecture,Kowloon,1,39,17050,3,2,0,2,2,0,1,1,1,2,Scenario_4.4
72,21839,22.3345464,114.1603885,32576,22.3695658,114.0778779,11.836463246459244,35743,54,35,"[21839, 32576]",[11.84],789.0975497639497,89.28,0.05,SAV,0.2268,0.1697,0.438,0.1655,20,7,3,Male,25-34,$19800??31100,Bachelor's degree,3,No,Medium,Sometimes,Yes,No,Yes,Arts/Humanities,Hong Kong Island,1,29,25450,3,3,0,2,2,1,0,1,5,1,Scenario_4.3
73,23896,22.4615941,114.0267421,27488,22.4414836,114.1651928,27.829856595355746,31310,37,56,"[23896, 27488]",[27.83],1855.3237730237165,158.92,0.05,SAV,0.116,0.0886,0.2487,0.5467,240,40,10,Female,35-44,Less than $10400,Bachelor's degree,2,Yes,Low,Never,No,No,Yes,Other,Tuen Mun,0,39,5200,3,2,1,1,0,0,0,1,6,8,Scenario_4.1
74,22833,22.3487337,114.1043355,34966,22.34581,114.1998877,9.186177823,30759,44,54,"[22833, 34966]",[9.19],612.4118548387594,70.28,0.05,SAV,0.3436,0.239,0.1261,0.2913,40,16,5,Female,18-24,$31100??48500,Some college/Associate,5+,Yes,High,Never,Yes,Yes,Yes,Business/Finance,New Territories East,0,21,39800,2,5,1,3,0,1,1,1,2,3,Scenario_4.4
75,24341,22.5252509,114.1196239,34186,22.3040714,114.2555268,28.284752924691496,31071,48,64,"[24341, 34186]",[28.28],1885.650194979433,211.25,0.05,SAV,0.3956,0.138,0.3275,0.1389,20,7,3,Male,18-24,$19800??31100,Some college/Associate,2,No,Medium,Rarely,Yes,Yes,Yes,Social Sciences,New Territories West,1,21,25450,2,2,0,2,1,1,1,1,3,4,Scenario_4.3
76,23740,22.4330992,113.9968945,28325,22.4505824,114.1640217,17.285971013736603,23110,26,57,"[23740, 28325]",[17.29],1152.398068,125,0.05,SAV,0.3264,0.1598,0.255,0.2589,50,35,3,Female,18-24,$31100??48500,High school or below,4,Yes,Low,Often,No,No,No,Social Sciences,Hong Kong Island,0,21,39800,1,4,1,1,3,0,0,0,3,1,Scenario_4.2
77,23798,22.3160823,114.2449409,31852,22.3600585,114.1287234,14.252118639528156,29512,64,45,"[23798, 31852]",[14.25],950.1412426352105,124.51,0.05,SAV,0.3669,0.2213,0.1965,0.2152,40,16,5,Female,18-24,$48500 or more,High school or below,4,No,Medium,Rarely,No,No,Yes,Social Sciences,Sha Tin,0,21,60000,1,4,0,2,1,0,0,1,3,7,Scenario_4.4
78,29076,22.3244212,114.2080619,33197,22.2847663,114.1458618,9.818357136,25669,54,43,"[29076, 33197]",[9.82],654.5571423686093,75.41,0.05,SAV,0.5119,0.1968,0.1961,0.0951,20,7,3,Male,18-24,$31100??48500,Bachelor's degree,1,Yes,Medium,Never,Yes,Yes,Yes,Social Sciences,Sha Tin,1,21,39800,3,1,1,2,0,1,1,1,3,7,Scenario_4.3
79,21569,22.4111182,114.2746448,27878,22.3069514,114.1629912,28.477567169596174,24988,66,54,"[21569, 27878]",[28.48],1898.5044779730783,212.38,0.05,SAV,0.3081,0.1666,0.4152,0.11,50,35,3,Male,25-34,$19800??31100,Graduate degree,4,Yes,Medium,Very often,Yes,No,No,Business/Finance,New Territories West,1,29,25450,4,4,1,2,4,1,0,0,2,4,Scenario_4.2
80,27667,22.4074529,114.0270835,26675,22.3647002,114.1309434,7.561188001,33323,36,45,"[27667, 26675]",[7.56],504.07920004657535,58.82,0.05,SAV,0.265,0.2016,0.1349,0.3985,40,16,5,Female,18-24,$19800??31100,Bachelor's degree,4,Yes,Low,Never,Yes,Yes,Yes,Science/Technology,Tuen Mun,0,21,25450,3,4,1,1,0,1,1,1,4,8,Scenario_4.4
81,27644,22.3833503,114.1897465,34883,22.2804219,114.1637001,8.793282796684508,32411,55,53,"[27644, 34883]",[8.79],586.2188531123006,67.39,0.05,SAV,0.3054,0.2643,0.3555,0.0748,20,7,3,Male,35-44,$31100??48500,Some college/Associate,3,Yes,High,Sometimes,Yes,No,No,Engineering/Architecture,Hong Kong Island,1,39,39800,2,3,1,3,2,1,0,0,1,1,Scenario_4.3
82,31265,22.3536106,114.0628,33408,22.4366184,114.1004855,10.010226168896883,29231,35,46,"[31265, 33408]",[10.01],667.3484112597922,75.86,0.05,SAV,0.3505,0.1004,0.4083,0.1407,240,40,10,Male,25-34,$19800??31100,Bachelor's degree,3,Yes,High,Very often,Yes,No,Yes,Engineering/Architecture,Hong Kong Island,1,29,25450,3,3,1,3,4,1,0,1,1,1,Scenario_4.1
83,28559,22.3233398,114.1593015,27415,22.4422146,114.175533,13.323211133156006,32768,54,56,"[28559, 27415]",[13.32],888.2140755437338,102.61,0.05,SAV,0.4312,0.1112,0.2051,0.2525,50,35,3,Female,18-24,$14300??19800,Some college/Associate,4,Yes,High,Often,Yes,Yes,Yes,Science/Technology,Hong Kong Island,0,21,17050,2,4,1,3,3,1,1,1,4,1,Scenario_4.2
84,29913,22.3766082,114.1692169,33389,22.2794653,114.1688968,10.801847818311836,28620,55,53,"[29913, 33389]",[10.80],720.1231878874557,83.59,0.05,SAV,0.3894,0.191,0.268,0.1515,20,7,3,Male,25-34,$19800??31100,Some college/Associate,2,Yes,High,Never,Yes,Yes,Yes,Business/Finance,Kowloon,1,29,25450,2,2,1,3,0,1,1,1,2,2,Scenario_4.3
85,32620,22.3296807,114.1635753,30227,22.4359556,114.0358648,17.665412434380993,27572,54,36,"[32620, 30227]",[17.67],1177.6941622920663,134.52,0.05,SAV,0.2069,0.2781,0.2862,0.2288,240,40,10,Female,65 and above,$31100??48500,High school or below,2,Yes,Medium,Sometimes,Yes,No,Yes,Science/Technology,Kowloon,0,68,39800,1,2,1,2,2,1,0,1,4,2,Scenario_4.1
86,30808,22.2775485,114.2271785,31549,22.4511383,114.0508242,39.20384626321262,33383,63,37,"[30808, 31549]",[39.20],2613.589750880841,262.34,0.05,SAV,0.3355,0.227,0.2615,0.176,50,35,3,Female,65 and above,$19800??31100,Bachelor's degree,1,Yes,Medium,Rarely,No,Yes,Yes,Arts/Humanities,Tsuen Wan,0,68,25450,3,1,1,2,1,0,1,1,5,9,Scenario_4.2
87,28015,22.4287595,114.0862231,29508,22.3733122,114.070449,6.3751548223387084,27513,46,35,"[28015, 29508]",[6.38],425.0103214892472,49.08,0.05,SAV,0.3219,0.1542,0.2362,0.2876,240,40,10,Male,25-34,$31100??48500,Some college/Associate,1,Yes,Medium,Never,No,Yes,Yes,Arts/Humanities,New Territories East,1,29,39800,2,1,1,2,0,0,1,1,5,3,Scenario_4.1
88,31349,22.3369581,114.1466206,35942,22.5009271,114.1419005,18.23897534336927,24492,44,48,"[31349, 35942]",[18.24],1215.9316895579511,111.75,0.05,SAV,0.233,0.0964,0.3925,0.2781,50,35,3,Male,Under 18,Less than $10400,Bachelor's degree,4,Yes,Medium,Sometimes,Yes,No,Yes,Engineering/Architecture,Kowloon,1,16,5200,3,4,1,2,2,1,0,1,1,2,Scenario_4.2
89,32544,22.3030064,114.1596727,38777,22.3642393,114.0693199,11.52049918916071,26349,54,35,"[32544, 38777]",[11.52],768.0332792773806,108.37,0.05,SAV,0.5234,0.2657,0.1152,0.0958,50,35,3,Female,18-24,$48500 or more,Some college/Associate,3,Yes,Medium,Never,Yes,Yes,No,Business/Finance,Sha Tin,0,21,60000,2,3,1,2,0,1,1,0,2,7,Scenario_4.2
90,35087,22.2699678,114.1951587,30844,22.3552029,114.2484062,7.8101408616169765,27203,53,65,"[35087, 30844]",[7.81],520.6760574411318,59.69,0.05,SAV,0.4886,0.1331,0.2684,0.11,40,16,5,Male,25-34,$14300??19800,Some college/Associate,1,Yes,Medium,Rarely,Yes,Yes,Yes,Engineering/Architecture,Sai Kung,1,29,17050,2,1,1,2,1,1,1,1,1,6,Scenario_4.4
91,33034,22.3789619,113.9624916,39198,22.3193887,114.1698853,33.91819343868238,24772,25,54,"[33034, 39198]",[33.92],2261.2128959121587,244.38,0.05,SAV,0.4329,0.1878,0.2943,0.085,50,35,3,Male,25-34,$31100??48500,Bachelor's degree,1,Yes,Medium,Rarely,Yes,No,Yes,Social Sciences,New Territories East,1,29,39800,3,1,1,2,1,1,0,1,3,3,Scenario_4.2
92,27401,22.3215014,114.2379102,41061,22.3287249,114.1786506,6.148143131403173,31943,64,54,"[27401, 41061]",[6.15],409.87620876021157,47.95,0.05,SAV,0.2576,0.1698,0.2805,0.2921,50,35,3,Male,18-24,$31100??48500,High school or below,2,Yes,Low,Never,No,No,Yes,Social Sciences,Hong Kong Island,1,21,39800,1,2,1,1,0,0,0,1,3,1,Scenario_4.2
93,27825,22.3074714,114.1617332,34985,22.2895826,114.1947567,3.936920983439145,31915,54,53,"[27825, 34985]",[3.94],262.4613989,33.14,0.05,SAV,0.4738,0.1196,0.2764,0.1303,20,7,3,Male,18-24,$14300??19800,High school or below,1,Yes,High,Sometimes,Yes,Yes,Yes,Arts/Humanities,Hong Kong Island,1,21,17050,1,1,1,3,2,1,1,1,5,1,Scenario_4.3
94,33664,22.2774165,114.1800049,39361,22.4897179,114.0667637,14.159129615260515,33491,53,37,"[33664, 39361]",[14.16],943.9419744,103.57,0.05,SAV,0.4337,0.2017,0.2784,0.0862,20,7,3,Female,35-44,$31100??48500,Some college/Associate,2,Yes,High,Sometimes,No,No,No,Science/Technology,New Territories East,0,39,39800,2,2,1,3,2,0,0,0,4,3,Scenario_4.3
95,31216,22.2992901,114.1805796,35747,22.339099,114.1792711,4.4285936079872075,31791,53,54,"[31216, 35747]",[4.43],295.23957386581384,36.27,0.05,SAV,0.3914,0.078,0.3728,0.1577,20,7,3,Female,Under 18,$10400??14300,Some college/Associate,3,No,Low,Often,Yes,No,Yes,Engineering/Architecture,New Territories West,0,16,12350,2,3,0,1,3,1,0,1,1,4,Scenario_4.3
96,32812,22.3322794,114.1401607,34547,22.412302,113.9692621,31.946365149701737,27298,44,26,"[32812, 34547]",[31.95],2129.7576766467823,232.78,0.05,SAV,0.4908,0.1654,0.2376,0.1062,240,40,10,Male,Under 18,$31100??48500,Graduate degree,1,Yes,Medium,Never,Yes,Yes,No,Science/Technology,Hong Kong Island,1,16,39800,4,1,1,2,0,1,1,0,4,1,Scenario_4.1
97,29428,22.2793457,114.1629291,36277,22.4281073,114.2083212,13.210529425356068,24589,53,56,"[29428, 36277]",[13.21],880.7019616904046,95.56,0.05,SAV,0.3019,0.1078,0.3183,0.272,20,7,3,Female,25-34,$10400??14300,Some college/Associate,2,Yes,Low,Rarely,No,No,Yes,Business/Finance,New Territories East,0,29,12350,2,2,1,1,1,0,0,1,2,3,Scenario_4.3
98,31363,22.4224388,114.2274938,36780,22.375479,114.1758356,11.616840933778532,27376,66,55,"[31363, 36780]",[11.62],774.4560622519022,90.06,0.05,SAV,0.4716,0.0803,0.3913,0.0568,20,7,3,Female,18-24,$14300??19800,Bachelor's degree,3,No,Medium,Very often,Yes,No,No,Engineering/Architecture,New Territories East,0,21,17050,3,3,0,2,4,1,0,0,1,3,Scenario_4.3
99,32627,22.4643532,114.0210709,44647,22.3947492,114.1027515,11.41857592514673,22873,37,45,"[32627, 44647]",[11.42],761.238395,68.97,0.05,SAV,0.5395,0.0904,0.2596,0.1105,50,35,3,Female,18-24,Less than $10400,Bachelor's degree,2,Yes,Medium,Rarely,Yes,Yes,No,Engineering/Architecture,Kowloon,0,21,5200,3,2,1,2,1,1,1,0,1,2,Scenario_4.2
100,31199,22.5067735,114.1472044,42843,22.361002,114.0940838,17.10385574178655,22494,48,45,"[31199, 42843]",[17.10],1140.2570494524366,124.18,0.05,SAV,0.1957,0.114,0.3801,0.3102,50,35,3,Male,25-34,$14300??19800,Bachelor's degree,3,Yes,Low,Sometimes,No,No,Yes,Social Sciences,Kowloon,1,29,17050,3,3,1,1,2,0,0,1,3,2,Scenario_4.2
101,31583,22.4473941,114.0615405,40934,22.3003949,114.1682081,10.514099171103666,34515,36,54,"[31583, 40934]",[10.51],700.9399447402444,77.6,0.05,SAV,0.453,0.0979,0.3565,0.0927,20,7,3,Male,18-24,$19800??31100,Some college/Associate,1,Yes,High,Rarely,No,No,Yes,Engineering/Architecture,Hong Kong Island,1,21,25450,2,1,1,3,1,0,0,1,1,1,Scenario_4.3
102,35187,22.3939239,114.2091405,43964,22.3705263,114.1088464,10.63517216314189,25376,55,45,"[35187, 43964]",[10.64],709.0114775427926,84.28,0.05,SAV,0.4808,0.1157,0.2123,0.1913,240,40,10,Female,Under 18,$19800??31100,Some college/Associate,3,Yes,High,Rarely,Yes,Yes,No,Business/Finance,Hong Kong Island,0,16,25450,2,3,1,3,1,1,1,0,2,1,Scenario_4.1
103,37016,22.2821441,114.2219784,44114,22.3573314,114.1252439,23.84998478614662,25281,63,45,"[37016, 44114]",[23.85],1589.998985743108,178.06,0.05,SAV,0.4857,0.0983,0.3459,0.0702,50,35,3,Female,35-44,$14300??19800,Bachelor's degree,2,No,Low,Very often,Yes,Yes,No,Social Sciences,Hong Kong Island,0,39,17050,3,2,0,1,4,1,1,0,3,1,Scenario_4.2
104,36612,22.4396114,114.0672448,41883,22.3891181,114.27525,30.03556832943695,25804,36,65,"[36612, 41883]",[30.04],2002.3712219624633,221.55,0.05,SAV,0.3316,0.1569,0.3958,0.1157,240,40,10,Male,25-34,$19800??31100,Some college/Associate,1,Yes,High,Never,Yes,No,No,Business/Finance,Sha Tin,1,29,25450,2,1,1,3,0,1,0,0,2,7,Scenario_4.1
105,35374,22.3853711,113.9751952,37394,22.3271463,114.1378102,10.33166462828337,32181,25,44,"[35374, 37394]",[10.33],688.7776419,80.14,0.05,SAV,0.4123,0.2164,0.1345,0.2368,40,16,5,Female,18-24,$31100??48500,Some college/Associate,4,Yes,Medium,Never,Yes,Yes,Yes,Engineering/Architecture,Kowloon,0,21,39800,2,4,1,2,0,1,1,1,1,2,Scenario_4.4
106,36543,22.3298119,114.1792936,42878,22.4941473,114.0734649,21.266393667461653,22786,54,37,"[36543, 42878]",[21.27],1417.7595778307768,154.69,0.05,SAV,0.645,0.1015,0.164,0.0895,20,7,3,Female,25-34,$31100??48500,Some college/Associate,1,Yes,Low,Very often,No,Yes,Yes,Science/Technology,Sai Kung,0,29,39800,2,1,1,1,4,0,1,1,4,6,Scenario_4.3
107,34162,22.372833,113.9929905,41333,22.4731536,114.0562583,12.912329262959398,23490,25,37,"[34162, 41333]",[12.91],860.8219508639598,101.02,0.05,SAV,0.4077,0.1368,0.3696,0.0859,240,40,10,Male,45-54,$31100??48500,Some college/Associate,1,No,Medium,Often,Yes,Yes,Yes,Business/Finance,New Territories West,1,49,39800,2,1,0,2,3,1,1,1,2,4,Scenario_4.1
108,36366,22.3693284,114.1330969,40812,22.4689983,114.2052869,14.425125693684727,27849,45,57,"[36366, 40812]",[14.43],961.6750462456486,109.26,0.05,SAV,0.466,0.1247,0.2595,0.1498,20,7,3,Female,18-24,$19800??31100,Some college/Associate,2,Yes,Low,Very often,Yes,No,Yes,Arts/Humanities,Kowloon,0,21,25450,2,2,1,1,4,1,0,1,5,2,Scenario_4.3
109,41043,22.4063209,113.9849308,43819,22.3576852,114.1726747,20.046722495582728,29757,26,55,"[41043, 43819]",[20.05],1336.4481663721817,150.11,0.05,SAV,0.358,0.1343,0.3926,0.1152,240,40,10,Female,55-64,$14300??19800,Bachelor's degree,1,Yes,High,Sometimes,Yes,No,Yes,Business/Finance,Kowloon,0,59,17050,3,1,1,3,2,1,0,1,2,2,Scenario_4.1
110,41071,22.3245004,114.2253215,41766,22.3762387,114.1779194,5.316445627601224,24074,64,55,"[41071, 41766]",[5.32],354.4297085067483,40.76,0.05,SAV,0.3585,0.2464,0.282,0.1131,20,7,3,Male,35-44,$31100??48500,Some college/Associate,2,Yes,High,Rarely,No,Yes,No,Science/Technology,Kowloon,1,39,39800,2,2,1,3,1,0,1,0,4,2,Scenario_4.3
111,36519,22.4338572,114.1632324,40955,22.2924678,114.1984945,12.192459914276842,28958,56,53,"[36519, 40955]",[12.19],812.8306609517895,89.35,0.05,SAV,0.3936,0.2201,0.3554,0.0309,40,16,5,Female,65 and above,$31100??48500,Graduate degree,1,No,High,Rarely,No,No,No,Business/Finance,Tsuen Wan,0,68,39800,4,1,0,3,1,0,0,0,2,9,Scenario_4.4
112,36517,22.3280423,114.1903644,49568,22.3402081,114.2475105,9.45515758,33011,54,64,"[36517, 49568]",[9.46],630.3438386610686,73.7,0.05,SAV,0.4434,0.1129,0.3303,0.1135,40,16,5,Male,18-24,$14300??19800,Some college/Associate,2,No,High,Never,Yes,Yes,Yes,Engineering/Architecture,Hong Kong Island,1,21,17050,2,2,0,3,0,1,1,1,1,1,Scenario_4.4
113,42798,22.3150292,114.2775006,47699,22.2777182,114.1747746,11.353741714587178,21825,64,53,"[42798, 47699]",[11.35],756.9161143058119,83.02,0.05,SAV,0.3522,0.1726,0.2059,0.2693,50,35,3,Female,18-24,$31100??48500,Some college/Associate,3,Yes,High,Never,No,No,Yes,Arts/Humanities,Hong Kong Island,0,21,39800,2,3,1,3,0,0,0,1,5,1,Scenario_4.2
114,41655,22.44098,114.0444,40824,22.4394973,113.9997711,7.485211892167014,25667,36,26,"[41655, 40824]",[7.49],499.0141261444676,46.58,0.05,SAV,0.0906,0.0993,0.1976,0.6125,40,16,5,Male,25-34,Less than $10400,Bachelor's degree,5+,Yes,Low,Sometimes,No,Yes,Yes,Arts/Humanities,Kowloon,1,29,5200,3,5,1,1,2,0,1,1,5,2,Scenario_4.4
115,38486,22.3111705,114.169277,45158,22.3590102,114.1321859,6.5460713667615655,30957,54,45,"[38486, 45158]",[6.55],436.4047577841044,52.31,0.05,SAV,0.4379,0.1311,0.3312,0.0997,50,35,3,Male,18-24,$19800??31100,Bachelor's degree,2,Yes,High,Rarely,Yes,No,Yes,Engineering/Architecture,Sai Kung,1,21,25450,3,2,1,3,1,1,0,1,1,6,Scenario_4.2
116,43199,22.3032836,113.9778992,44780,22.3525973,114.1211789,9.032789549370525,29016,24,45,"[43199, 44780]",[9.03],602.18597,66.77,0.05,SAV,0.3051,0.1199,0.2621,0.3129,20,7,3,Male,18-24,$19800??31100,High school or below,4,Yes,Medium,Often,No,Yes,Yes,Engineering/Architecture,Tsuen Wan,1,21,25450,1,4,1,2,3,0,1,1,1,9,Scenario_4.3
117,36268,22.3354174,114.1343087,47278,22.3288666,114.1806345,9.419813015647089,28657,44,54,"[36268, 47278]",[9.42],627.9875343764726,72.95,0.05,SAV,0.2342,0.3483,0.257,0.1605,20,7,3,Female,55-64,$31100??48500,Bachelor's degree,4,Yes,High,Often,Yes,No,Yes,Arts/Humanities,Kowloon,0,59,39800,3,4,1,3,3,1,0,1,5,2,Scenario_4.3
118,45001,22.307149,114.1745713,49705,22.3490885,114.1997662,5.335138229735138,25633,54,54,"[45001, 49705]",[5.34],355.67588198234256,41.98,0.05,SAV,0.122,0.1749,0.2609,0.4421,240,40,10,Male,45-54,$19800??31100,Bachelor's degree,5+,Yes,Medium,Often,Yes,Yes,Yes,Social Sciences,Hong Kong Island,1,49,25450,3,5,1,2,3,1,1,1,3,1,Scenario_4.1
119,40082,22.4183258,114.0249526,43225,22.4349102,114.1015206,8.083218742876626,23325,36,46,"[40082, 43225]",[8.08],538.8812495251084,51.27,0.05,SAV,0.1959,0.0995,0.5133,0.1913,50,35,3,Male,25-34,Less than $10400,Bachelor's degree,3,No,Medium,Rarely,Yes,No,Yes,Business/Finance,New Territories East,1,29,5200,3,3,0,2,1,1,0,1,2,3,Scenario_4.2
120,38007,22.3363441,114.1454646,47731,22.314592,114.2180103,7.844250785339534,29158,44,54,"[38007, 47731]",[7.84],522.9500523559689,59.93,0.05,SAV,0.3064,0.1632,0.2639,0.2665,50,35,3,Female,25-34,$19800??31100,Some college/Associate,4,Yes,Medium,Sometimes,Yes,No,Yes,Business/Finance,Kowloon,0,29,25450,2,4,1,2,2,1,0,1,2,2,Scenario_4.2
121,47197,22.3865271,114.1910247,49118,22.3153078,114.2241554,8.621085379536966,31345,55,64,"[47197, 49118]",[8.62],574.7390253024644,64.8,0.05,SAV,0.3426,0.0856,0.4477,0.1241,50,35,3,Male,25-34,$14300??19800,High school or below,3,No,High,Often,No,Yes,No,Business/Finance,New Territories East,1,29,17050,1,3,0,3,3,0,1,0,2,3,Scenario_4.2
122,44864,22.3729663,114.1172843,42894,22.4835434,114.1431716,12.58021983,26623,45,47,"[44864, 42894]",[12.58],838.6813217968667,94.75,0.05,SAV,0.342,0.1675,0.2166,0.2739,240,40,10,Male,18-24,$31100??48500,Some college/Associate,3,Yes,High,Sometimes,Yes,Yes,Yes,Arts/Humanities,New Territories West,1,21,39800,2,3,1,3,2,1,1,1,5,4,Scenario_4.1
123,45894,22.308638,114.1829312,47051,22.3228839,114.1679669,2.2088071926416775,31909,54,54,"[45894, 47051]",[2.21],147.2538128427785,15.97,0.05,SAV,0.3179,0.106,0.2952,0.2809,20,7,3,Female,18-24,Less than $10400,Bachelor's degree,3,No,Low,Never,Yes,Yes,Yes,Business/Finance,New Territories East,0,21,5200,3,3,0,1,0,1,1,1,2,3,Scenario_4.3
124,41244,22.2817803,114.1565178,52568,22.4444446,113.9992642,24.262057372619893,27661,53,26,"[41244, 52568]",[24.26],1617.4704915079928,184.44,0.05,SAV,0.3762,0.1298,0.2819,0.2121,20,7,3,Female,18-24,$10400??14300,Some college/Associate,3,Yes,High,Sometimes,Yes,No,Yes,Science/Technology,Sha Tin,0,21,12350,2,3,1,3,2,1,0,1,4,7,Scenario_4.3
125,40372,22.2818215,114.2136951,46580,22.5176855,114.1658498,43.16181950991016,29723,53,58,"[40372, 46580]",[43.16],2877.4546339940107,358.48,0.05,SAV,0.6196,0.1491,0.1677,0.0636,240,40,10,Female,18-24,$48500 or more,Bachelor's degree,2,No,Medium,Sometimes,Yes,Yes,No,Science/Technology,Sai Kung,0,21,60000,3,2,0,2,2,1,1,0,4,6,Scenario_4.1
126,44939,22.4338063,114.0026052,49007,22.4417466,114.1664943,16.867132010216103,34220,26,56,"[44939, 49007]",[16.87],1124.4754673477403,152.66,0.05,SAV,0.6158,0.2216,0.1178,0.0449,20,7,3,Female,35-44,$48500 or more,Bachelor's degree,2,Yes,High,Rarely,Yes,Yes,Yes,Engineering/Architecture,Kowloon,0,39,60000,3,2,1,3,1,1,1,1,1,2,Scenario_4.3
127,47626,22.3219701,114.1582586,44460,22.3247018,114.188761,3.1521897374983814,26236,54,54,"[47626, 44460]",[3.15],210.14598249989209,24.24,0.05,SAV,0.2724,0.1209,0.2204,0.3863,20,7,3,Female,25-34,$10400??14300,Bachelor's degree,3,Yes,Low,Never,No,Yes,Yes,Business/Finance,New Territories East,0,29,12350,3,3,1,1,0,0,1,1,2,3,Scenario_4.3
128,49359,22.3267534,114.1843285,51050,22.4007929,114.1976757,13.028673646149672,34566,54,56,"[49359, 51050]",[13.03],868.5782430766448,95.2,0.05,SAV,0.4715,0.1124,0.2653,0.1508,40,16,5,Female,25-34,$14300??19800,High school or below,1,Yes,High,Never,No,No,Yes,Business/Finance,Tuen Mun,0,29,17050,1,1,1,3,0,0,0,1,2,8,Scenario_4.4
129,41421,22.3152008,113.9401982,44777,22.2932134,114.2696646,37.687251164513256,25490,24,63,"[41421, 44777]",[37.69],2512.4834109675503,253.85,0.05,SAV,0.1987,0.1008,0.2174,0.4832,240,40,10,Male,18-24,$19800??31100,High school or below,2,Yes,Medium,Never,No,Yes,Yes,Arts/Humanities,Hong Kong Island,1,21,25450,1,2,1,2,0,0,1,1,5,1,Scenario_4.1
130,49406,22.3366682,114.1465089,46159,22.5012285,114.1467776,12.392474656369421,23300,44,48,"[49406, 46159]",[12.39],826.1649770912948,115.49,0.05,SAV,0.4594,0.259,0.2122,0.0694,40,16,5,Male,25-34,$48500 or more,Bachelor's degree,3,Yes,Medium,Often,Yes,No,Yes,Engineering/Architecture,Sha Tin,1,29,60000,3,3,1,2,3,1,0,1,1,7,Scenario_4.4
